id|video_path|caption
11|/media/wtheisen/scratch2/telegram_video/LastBP/3182/post_3182_video.mp4|Останній Блокпост 🛡Сьогодні на київському підприємстві ПрАТ «Завод «Кузня на Рибальському» спустили на воду восьмий серійний малий артилерійський броньований катер.Далі МБАК розпочне державні випробування і вже після він має надійти до складу ВМС України.Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
12|/media/wtheisen/scratch2/telegram_video/LastBP/6066/post_6066_video.mp4|"Останній Блокпост 🛡ЗСУ звільнили селище Вікторівка Чернігівської області від окупантів.Російські тварюки жили серед бабусь та дідусів, крали у них їжу та забирали гроші.@LastBP 🛡| @UA_struggle 🇺🇦"
13|/media/wtheisen/scratch2/telegram_video/LastBP/5149/post_5149_video.mp4|"Останній Блокпост 🛡❗️""Ми без зброї. Вам тут не Росія. Їдьте додому"": жителі Мелітополя не пускають військову техніку РФ до міста@LastBP 🛡| @UA_struggle 🇺🇦"
14|/media/wtheisen/scratch2/telegram_video/LastBP/1871/post_1871_video.mp4|"Останній Блокпост 🛡Російські соцмережі публікують відео з кримського моста на яких видно як на півострів перекидають велику партію артилерійських установок ""Мста-С"" і бойових машин десанту. Крім того, велика кількість техніки стягується до кордону з Україною до Ростовської області.Тим часом начальник Генштабу ЗСУ Хомчак запевняє, що не дивлячись на значні сили противника українська армія готова до всіх можливих сценаріїв.@LastBP 🛡"
15|/media/wtheisen/scratch2/telegram_video/LastBP/5567/post_5567_video.mp4|Останній Блокпост 🛡Робота Азову та СБУ в Бучі. Мінус ворожа техніка та кілька русаків😎@MaksymZhorin 👊🏻
16|/media/wtheisen/scratch2/telegram_video/LastBP/5307/post_5307_video.mp4|"Останній Блокпост 🛡Нова порція допомоги поїхала до тероборони Азов у Києві. Бійці записали подяку всім нашим читачам, хто долучився до збору коштів.Витратили 115 тисяч 810 гривень, список:- Наколінники 65 пар- Ремінь на зброю 20 шт- Рукавиці 35 пар - Рукавиці 20 пар- Рукавиці 15 пар- Рукавиці 14 пар- Рюкзак 2 шт- Окуляри 10 шт- Кобура під пах 2 шт- Підсумки АК 2 шт- Рукавиці 30 пар- Наколінники 16 штУкраїнці - ви найкращі! Нагадуємо, волонтерський центр ""Останній Блокпост"" продовжує допомагати захисникам по всій Україні. Наші реквізити:Для банківських переведень 👇🏻Реквізити моно: 5375 4141 0714 7745 (Олексій Рейнс)IBAN: UA563220010000026206302371247А також на крипто-гаманці 👇🏻Біткоїн: bc1qzgpe48halk2h3zh0hphjmq7c8am9vg6hfz4dn4Монеро: 47rk18u5a3G8ZGtiovTbkqC2fNU3BBAqw1kLNLuYtiwv9st4BPGFxtFXciJKWLD9FLUnwp3BSyf4M59RNTHJNdpwCWyCRqgКожна гривня - це вбитий росіянин та врятований українець.@LastBP 🛡| @UA_struggle 🇺🇦"
17|/media/wtheisen/scratch2/telegram_video/LastBP/4846/post_4846_video.mp4|Останній Блокпост 🛡Жителі Харкова дякують Путіну за «визволення».Перешліть друзям з Росії, нехай знають, що їх президент кривавий вбивцяОперативні новини без фейків та пропаганди 👉🏻 НК+ > Підписатись
18|/media/wtheisen/scratch2/telegram_video/LastBP/7933/post_7933_video.mp4|Останній Блокпост 🛡Так закінчується ще один день для полку ССО «Азов» 😎P.S. Якщо комусь здалось, що в колоні ретромобіль - то ні, це їде баггі!)@MaksymZhorin 👊🏻
19|/media/wtheisen/scratch2/telegram_video/LastBP/5168/post_5168_video.mp4|"Останній Блокпост 🛡Так зараз виглядає в'їзд до ЕнергодаруЛюди готові захищати своє місто.@LastBP 🛡| @UA_struggle 🇺🇦"
20|/media/wtheisen/scratch2/telegram_video/LastBP/9535/post_9535_video.mp4|"Останній Блокпост 🛡В Запорізькій області українські воїни успішно ліквідували позиції окупантів, виявивши заховану російську техніку в ангарі.На відео співпраця бійців ССО АЗОВ та артилерії ЗСУ.@LastBP 🛡| @UA_struggle 🇺🇦"
21|/media/wtheisen/scratch2/telegram_video/LastBP/7299/post_7299_video.mp4|"Останній Блокпост 🛡Тік-токери Кадирова планували зняти черговий відосик, але потрапили під обстріл української арміїСудячи з хрипів наприкінці - прилетіло дуже вдало 😏@LastBP 🛡| @UA_struggle 🇺🇦"
22|/media/wtheisen/scratch2/telegram_video/LastBP/5383/post_5383_video.mp4|"Останній Блокпост 🛡Цікаві фрагменти розмов окупантів з домом. Вони вражені своїми втратами та частинах з них мріє лише про повернення додому.@LastBP 🛡| @UA_struggle 🇺🇦"
23|/media/wtheisen/scratch2/telegram_video/LastBP/204/post_204_video.mp4|Останній Блокпост 🛡Новий день в Золотому. Ветерани на своїх позиціях – вільні години зайняті спортом, весь основний час – спілкуванню з місцевими та спостереженням за «лінією розмежування». Останній блок-пост 👊🏻
24|/media/wtheisen/scratch2/telegram_video/LastBP/4586/post_4586_video.mp4|"Останній Блокпост 🛡""Хватит п*здеть ! Надо помогать Украине""Ось приклад правильного настрою. Ми на свої землі і її не здамо! @LastBP 🛡| @UA_struggle 🇺🇦"
25|/media/wtheisen/scratch2/telegram_video/LastBP/8525/post_8525_video.mp4|Останній Блокпост 🛡Завод «Азовсталь», в якому знаходяться захисники Маріуполя, де в підвалах ховаються від обстрілів цивільні, продовжують накривати ворожим вогнем. Тільки за минулу ніч було здійснено 35 авіаударів, в ході яких сталось займання одного із цехів. Та найважливіше - від них постраждали цивільні, що зараз знаходяться під завалами. Військовослужбовці полку «Азов» надають першу медичну допомогу та прикладають всіх зусиль, аби звільнити цивільних з-під завалів.
26|/media/wtheisen/scratch2/telegram_video/LastBP/1833/post_1833_video.mp4|Останній Блокпост 🛡Авіація РФ здійснила обстріл сирійської провінції Ідліб.Декілька ударів було нанесено в районі пропускного пункту «Бабуль Хава» в районі Сарміди, неподалік від кордону з Туреччиною. Вщент вигорів ряд вантажівок. Загинув один цивільний, двоє поранені.Нагадаємо, що 6 березня 2020 року в сирійській провінції Ідліб почав діяти режим припинення вогню, який у Москві узгодили президенти Реджеп Тайїп Ердоган і Володимир Путін.@LastBP 🛡
27|/media/wtheisen/scratch2/telegram_video/LastBP/1269/post_1269_video.mp4|Останній Блокпост 🛡В окупованому Криму була помічена військова колона техніки окупантів, яка рухалась на північ півострова.Трасою Сімферополь – Армянськ, в бік Красноперекопська проїхало 25 БТРів та 40 вантажівок російської військової техніки з артилерією. Певно, окупанти вирішили відреагувати на нещодавні тренування нашого війська на Херсонщині, де на одному з полігонів проводяться заняття ракетних підрозділів.@LastBP 🛡
28|/media/wtheisen/scratch2/telegram_video/LastBP/3185/post_3185_video.mp4|Останній Блокпост 🛡Вже другий день поспіль жителі прифронтової Авдіївки прокидаються під вибухи.Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
29|/media/wtheisen/scratch2/telegram_video/LastBP/8831/post_8831_video.mp4|"Останній Блокпост 🛡На Київщині прикордонники спільно із побратимами із ЗСУ виловили «крокодила» - ворожий бойовий вертоліт, який українські захисники вміло трансформували у підводний човен та відправили туди ж, куди вже дістався російський воєнний корабель. За допомогою катера морської охорони прикордонники відбуксирували затонулий гвинтокрил. Згодом цей доказ воєнних злочинів росії в Україні підняли на сушу. @LastBP 🛡| @UA_struggle 🇺🇦"
30|/media/wtheisen/scratch2/telegram_video/LastBP/5966/post_5966_video.mp4|"Останній Блокпост 🛡Ранок починаємо з гарних новин!Результати роботи 72 бригади і ОПСП ""Азов"" у Броварському районі.Ось що буває з непрошеними ""освободителями"" - під ними горить земля! Працюємо далі!"
31|/media/wtheisen/scratch2/telegram_video/LastBP/3330/post_3330_video.mp4|Останній Блокпост 🛡До Києва прибув міністр оборони США Ллойд Остін. Як вже повідомляли у посольстві США, під час візиту плануються зустрічі глави Пентагону з президентом та міністром оборони України для обговорення двостророннього й регіонального співробітництва у галузі безпеки та реформ в галузі оборони.Також Ллойд Остін візьме участь в церемонії вшанування полеглих захисників України в Меморіальній залі та біля Меморіального дзвону захисникам України.Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
32|/media/wtheisen/scratch2/telegram_video/LastBP/4408/post_4408_video.mp4|Останній Блокпост 🛡Суми. Після потужних обстрілів російського агресора горить артучилище. Триває бій окупантів з підрозділами тероборони.ЗСУ - непереможні!@LastBP 🛡
33|/media/wtheisen/scratch2/telegram_video/LastBP/3259/post_3259_video.mp4|"Останній Блокпост 🛡В Ростові спустили на воду катер який назвали на честь російського терориста та вбивці Мотороли. Тепер катер буде патрулювати біля російського кордону в акваторії Дону та захищати так званий ""братський народ"". ""Русский мир"" у всіх його проявах. Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡"
34|/media/wtheisen/scratch2/telegram_video/LastBP/6323/post_6323_video.mp4|"Останній Блокпост 🛡Повітряні Сили - гордість України! На рахунку охоронців українського неба 77 літаків та 90 гелікоптерів противника 🔥🔥🔥@LastBP 🛡| @UA_struggle 🇺🇦"
35|/media/wtheisen/scratch2/telegram_video/LastBP/4260/post_4260_video.mp4|Останній Блокпост 🛡Відео з лінії фронту на Луганщині! Все буде Україна!Головне не сіяти паніку! Об'єднуйтеся, допомагайте рідним та близьким, не будьте байдужими! Разом переможемо! 🇺🇦🇺🇦🇺🇦Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
36|/media/wtheisen/scratch2/telegram_video/LastBP/5970/post_5970_video.mp4|"Останній Блокпост 🛡Ранок починаємо з гарних новин!Результати роботи 72 бригади і ОПСП ""Азов"" у Броварському районі.Ось що буває з непрошеними ""освободителями"" - під ними горить земля! Працюємо далі!"
37|/media/wtheisen/scratch2/telegram_video/LastBP/186/post_186_video.mp4|Останній Блокпост 🛡​​Файне місто Тернопіль 👍🏻200 людей, активісти Штабу спротиву капітуляції, під Тернопільською ОДА кричали Зеленському «Ганьба» та «Ні капітуляціі!».#Золоте #ні_капітуляції Останній блок-пост 👊🏻
38|/media/wtheisen/scratch2/telegram_video/LastBP/5743/post_5743_video.mp4|"Останній Блокпост 🛡Трактористи продовжують віджимати ворожу техніку. Відео з Київщини.@LastBP 🛡| @UA_struggle 🇺🇦"
39|/media/wtheisen/scratch2/telegram_video/LastBP/1714/post_1714_video.mp4|Останній Блокпост 🛡З адмінкордону до окупованого Криму патріоти запустили прапор України з посланнями для жителів півострову.Акція була присвячена Дню спротиву окупації Криму.@LastBP 🛡
40|/media/wtheisen/scratch2/telegram_video/LastBP/8639/post_8639_video.mp4|"Останній Блокпост 🛡59 омпбр знищує російський танчик.@LastBP 🛡| @UA_struggle 🇺🇦"
41|/media/wtheisen/scratch2/telegram_video/LastBP/97/post_97_video.mp4|"Останній Блокпост 🛡😡Їм плювати на людей.Сьогодні, 11 жовтня, мешканцям Золотого обіцяли зустріч з уповноваженим з прав людей в Донецькій і Луганській областях  Павлом Лисянським. Питань багато, проблем ще більше - актуальність такого спілкування  давно ""перезріло"". Особливо на фоні   загроз з так званим ""розведенням військ"". Але високе київське начальство вкотре наплювало на людей -  жителі Золотого і ветерани, які також хотіли поставити питання, марно чекали уповноваженого кілька годин під дощем. Як можна боротися за їхню лояльність до України з таким ставленням?#Золоте #ні_капітуляціїОстанній блок-пост 👊🏻"
42|/media/wtheisen/scratch2/telegram_video/LastBP/8549/post_8549_video.mp4|Останній Блокпост 🛡Робота полку ССО «Азов» Київ на передовійВ районі Гуляйполя на Запоріжжі бійці другого батальйону на чолі з Дмитром Кухарчуком відбили атаку росіян та взяли в полон кількох орків.Мобілізовані як гарматне м’ясо та демотивовані «вояки» з недореспубліки «ДНР» так зраділи, що більше не воюватимуть за рускій мір, здали все, що знали про розташування російських військ та техніки.
43|/media/wtheisen/scratch2/telegram_video/LastBP/719/post_719_video.mp4|"Останній Блокпост 🛡Пожежі в Луганській області це результат обстрілу бойовиків - Штаб ООС.В повідомленні йдеться про те, що бойовики прицільно стріляли трасуючими кулями, через що виникали нові пожежі. Внаслідок пожеж загинуло 4 людини, ще 10 госпіталізовані. Більше сотні осіб уже евакуювали.Ось як виглядає ""перемир'я Зеленського"". Просто треба перестати стріляти.@LastBP 🛡"
44|/media/wtheisen/scratch2/telegram_video/LastBP/4262/post_4262_video.mp4|Останній Блокпост 🛡Росія зазнає великих втрат - воїни ЗСУ.Тільки вперед! Слава Україні!🇺🇦Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
45|/media/wtheisen/scratch2/telegram_video/LastBP/1274/post_1274_video.mp4|Останній Блокпост 🛡Військовослужбовці 79-ї окремої десантно-штурмової бригади повернулися із зони ООС у Миколаїв.Десантників зустріли жителі міста та їхні сім'ї, яким вони зробили мабуть найкращий подарунок на новорічні свята — повернулися додому.@LastBP 🛡
46|/media/wtheisen/scratch2/telegram_video/LastBP/4969/post_4969_video.mp4|"Останній Блокпост 🛡Черговий трофей українських селян, російський ЗРК ОсаРосійські ідіоти досі не зрозуміли, з ЯКИМ САМЕ НАРОДОМ вони борються!@LastBP 🛡| @UA_struggle 🇺🇦"
47|/media/wtheisen/scratch2/telegram_video/LastBP/7906/post_7906_video.mp4|"Останній Блокпост 🛡На відео ЗСУ розбивають російський склад боєприпасів. Палало до самого ранку.@LastBP 🛡| @UA_struggle 🇺🇦"
48|/media/wtheisen/scratch2/telegram_video/LastBP/2652/post_2652_video.mp4|Останній Блокпост 🛡🇺🇸 Авіабаза Повітряних сил США Девіс-Монтен в Аризоні. Липень 2021 рік. По-перше, це просто красиво!@LastBP 🛡
49|/media/wtheisen/scratch2/telegram_video/LastBP/5081/post_5081_video.mp4|Останній Блокпост 🛡Перший підрозділ з іноземних добровольців створений! При теробороні «Азов» тепер працює білоруська рота💪🏻Це - справжні представники білоруської нації, які розуміють, що чекає на всю їхню країну в майбутньому за участь у війні проти України. Все це матиме жахливі наслідки абсолютно для кожного мешканця країни-агресора. Поширюйте відео та виходьте вже на вулиці! Сьогодні вибір простий - або ти захищаєш Україну та її свободу, або ти є співучасником терориста Путіна. Протистояння всього здорового світу цим йоб***тим має бути масовим!@MaksymZhorin 👊🏻
50|/media/wtheisen/scratch2/telegram_video/LastBP/4940/post_4940_video.mp4|"Останній Блокпост 🛡- Скажи ПАЛЯНИЦЯ- Це полуниця- Яка на*уй полуниця?Перевірку не пройдено. Спіймано чергового ДРГ-шника.@LastBP 🛡| @UA_struggle 🇺🇦"
51|/media/wtheisen/scratch2/telegram_video/LastBP/9569/post_9569_video.mp4|"Останній Блокпост 🛡Ось такі ""подарунки"" лишають по собі окупанти. Бійці 98 батальону «АЗОВ-Дніпро» знайшли такі сюрпризи неподалік від своїх позицій. Будьте уважні та обережні.@LastBP 🛡| @UA_struggle 🇺🇦"
52|/media/wtheisen/scratch2/telegram_video/LastBP/1787/post_1787_video.mp4|Останній Блокпост 🛡Сьогодні День українського добровольцяСаме добровольці 7 років тому на початку війни першими зустріли ворога.Від тоді багато чоловіків покинули рідний дім та без особливого досвіду пішли на фронт захищати українську землю.Всіх причетних зі святом! Боротьба триває!@LastBP 🛡
53|/media/wtheisen/scratch2/telegram_video/LastBP/4941/post_4941_video.mp4|"Останній Блокпост 🛡Розбита техніка окупантів біля Ірпеня 👌🏻@LastBP 🛡| @UA_struggle 🇺🇦"
54|/media/wtheisen/scratch2/telegram_video/LastBP/7680/post_7680_video.mp4|"Останній Блокпост 🛡""Спецоперація"" в РФ йде за планом.@LastBP 🛡| @UA_struggle 🇺🇦"
55|/media/wtheisen/scratch2/telegram_video/LastBP/433/post_433_video.mp4|"Останній Блокпост 🛡В Бейруте огонь и кошмар, конечно. А что там с Калиновкой и Балаклеей? Власть вроде поменялась, у них даже есть время на расследование всякой чуши типа ""разжигания вражды при создании ПЦУ"". Новости по виновным и объемам хищения есть?@LastBP 🛡"
56|/media/wtheisen/scratch2/telegram_video/LastBP/3417/post_3417_video.mp4|Останній Блокпост 🛡В Іркутську впав літак Ан-12 білоруської авіакомпанії «Гродно».Він прямував рейсом Якутськ - Іркутськ, та зазнав аварії під час заходу на посадку. Залишки літака знайшли в 7-ми кілометрах від аеропорту. За попередніми даними, на борту перебували вісім членів екіпажу, всі вони загинули.Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
57|/media/wtheisen/scratch2/telegram_video/LastBP/699/post_699_video.mp4|"Останній Блокпост 🛡А Росія у своєму стилі. Жириновського прорвало з приводу військового конфлікту у Нагірному Карабаху. Це чудо запропонувало повернути Нагірний Карабах у склад РФ. Пізніше він у своєму ТГ каналі уточнив, що є три варіанти вирішення проблеми:""1. Включить НК в состав России как самостоятельную административную единицу. И Баку и Ереван должны это признать.2. Не хотят признавать - пусть обе республики входят в состав России.3. Нет? Тогда третий вариант - царский. Царь давал обеим сторонам оружие, чтобы они сами выяснили отношения.""Як ми пам'ятаємо, Жириновський завжди тестує ті месседжі, які не може озвучити офіційний Кремль. Ніхто і не сумнівався, що держава-терорист хоче загребти нові чужі території.@LastBP 🛡"
58|/media/wtheisen/scratch2/telegram_video/LastBP/2212/post_2212_video.mp4|Останній Блокпост 🛡На Дніпропетровщині сьогодні сформовано черговий Штаб оборони.До його складу увійшли представники багатьох ветеранських та патріотичних організацій області. Ветерани провели навчання з тактики та медицини та відточили навички поводження зі зброєю. Нагадаємо, що такі Штаби оборони формуються у кожному регіоні України, тому, якщо бажаєте приєднатися до штабу у вашому регіоні, то заповнюйте форму за цим посиланням 👉🏻 https://forms.gle/dxayxdRSwGe71RMR8@LastBP 🛡
59|/media/wtheisen/scratch2/telegram_video/LastBP/1148/post_1148_video.mp4|"Останній Блокпост 🛡Під Києвом Клавдіївська фабрика ялинкових іграшок робила новорічні прикраси з логотипом ""армії Росії""На відео показано, як одна з працівниць фабрики розписує ялинкові кулі, де нанесено символіку російської армії.Пізніше виконувач обов'язків голови правління Павло Гукасов визнав, що фабрика поставляє свою продукцію в РФ начебто через те, що не змогла відмовитися від російського ринку в умовах економічної кризи.Зрештою, керівництво пообіцяло ретельніше контролювати випуск, а всю партію РФ-іграшок ліквідували. І це звичайно було б добре, але багатомільйонний контракт викликає сумніви щодо ліквідації партії. Тому бажаємо фабриці якнайшвидшої перевірки СБУ.А щодо реакції громадськості, то її довго чекати не довелося. На фабрику вже прибули ветерани АТО, які вимагають надати докази знищення іграшок.@LastBP 🛡"
60|/media/wtheisen/scratch2/telegram_video/LastBP/5345/post_5345_video.mp4|"Останній Блокпост 🛡🔥Ворожа техніка горить по-особливому чудово!@LastBP 🛡| @UA_struggle 🇺🇦"
61|/media/wtheisen/scratch2/telegram_video/LastBP/5465/post_5465_video.mp4|"Останній Блокпост 🛡Перевиховання окупантів!@LastBP 🛡| @UA_struggle 🇺🇦"
62|/media/wtheisen/scratch2/telegram_video/LastBP/6559/post_6559_video.mp4|"Останній Блокпост 🛡Миколаївська область. Головна пам'ятка російському солдатові, який шукатиме горілку і буде пити будь-що.@LastBP 🛡| @UA_struggle 🇺🇦"
63|/media/wtheisen/scratch2/telegram_video/LastBP/9044/post_9044_video.mp4|"Останній Блокпост 🛡Бійці ЗСУ влаштували засаду на танк окупантів@LastBP 🛡| @UA_struggle 🇺🇦"
64|/media/wtheisen/scratch2/telegram_video/LastBP/5760/post_5760_video.mp4|"Останній Блокпост 🛡Звернення українських жінок, які взяли до рук зброю заради захисту України.Народ, який вирішили ""заваєвать за трі дня"" росіяни...@LastBP 🛡| @UA_struggle 🇺🇦"
65|/media/wtheisen/scratch2/telegram_video/LastBP/5437/post_5437_video.mp4|"Останній Блокпост 🛡У Росії (Курська область) вибухнув склад зброїРосійські ЗМІ стверджують, що вибух стався внаслідок ремонту військової техніки@LastBP 🛡| @UA_struggle 🇺🇦"
66|/media/wtheisen/scratch2/telegram_video/LastBP/4175/post_4175_video.mp4|Останній Блокпост 🛡Російські окупанти обстрілюють Щастя та Врубівку.Внаслідок обстрілу у місті Щастя зупинили роботу Луганської ТЕЦ. Повідомляється про пошкодження на всіх лініях електропередач. У Врубівці пошкоджено газопровід - 200 споживачів без газопостачання. Обговорити це в нашому чаті 👉🏻 @lastbp_talk@LastBP 🛡
67|/media/wtheisen/scratch2/telegram_video/LastBP/5117/post_5117_video.mp4|"Останній Блокпост 🛡Полонений окупант Андрюша здивований, що до українських сіл прокладено дороги.@LastBP 🛡| @UA_struggle 🇺🇦"
68|/media/wtheisen/scratch2/telegram_video/LastBP/2351/post_2351_video.mp4|Останній Блокпост 🛡Політ дрону наших військових над позиціями проросійських найманців тільки підтверджує, що їхня протиповітряна оборона складається із звичайних палок, каміння, радянських прапорів та переляканих бойовиків. @LastBP 🛡
69|/media/wtheisen/scratch2/telegram_video/LastBP/3988/post_3988_video.mp4|Останній Блокпост 🛡Вишкіл завершився. Хтось сьогодні вперше тримав зброю в руках, хтось - відточував свої навички та вміння.Дякую кожному, хто брав участь, організовував, інструктував, тренувався.Наша відповідь ворогу - бути готовим до зустрічі з ним. Все буде Україна!@BiletskyAndriy
70|/media/wtheisen/scratch2/telegram_video/LastBP/6890/post_6890_video.mp4|"Останній Блокпост 🛡ЗСУ підбили ще один літальний апарат ворога.@LastBP 🛡| @UA_struggle 🇺🇦"
71|/media/wtheisen/scratch2/telegram_video/LastBP/4839/post_4839_video.mp4|"Останній Блокпост 🛡«Град» з Росії. Повний пакет. Не встиг випустити жодної із заряджених ракет.@LastBP 🛡| @UA_struggle 🇺🇦"
72|/media/wtheisen/scratch2/telegram_video/LastBP/8147/post_8147_video.mp4|"Останній Блокпост 🛡""Спокойной ночи, оккупант...""Українська колискова для росіян. Вітається до поширення, особливо у ворожих чатах!@LastBP 🛡| @UA_struggle 🇺🇦"
73|/media/wtheisen/scratch2/telegram_video/LastBP/7481/post_7481_video.mp4|"Останній Блокпост 🛡На Харківщині тричі «знищені високоточною зброєю» українські ППО (за версією РФ) збили черговий літак окупантів. Пошук екіпажу продовжується. Відео опублікував Геращенко.@LastBP 🛡| @UA_struggle 🇺🇦"
74|/media/wtheisen/scratch2/telegram_video/LastBP/2206/post_2206_video.mp4|"Останній Блокпост 🛡В армії РФ без змін - чергове «ЧП» через недбалість.У Мурманській області в ході тренування двоє ""спеців"" із СОБРу спускалися з гелікоптера на корабель на спеціальних мотузках, на яких не було вузлів. Довжини тросу не вистачило і вони впали з висоти 15-ти метрів. Один загинув на місці, інший - помер в лікарні. @LastBP 🛡"
75|/media/wtheisen/scratch2/telegram_video/LastBP/6179/post_6179_video.mp4|"Останній Блокпост 🛡До всіх куточків Росії повертається ""груз 200"" з України. Скріншоти з регіональних видань РФ.@LastBP 🛡| @UA_struggle 🇺🇦"
76|/media/wtheisen/scratch2/telegram_video/LastBP/6061/post_6061_video.mp4|"Останній Блокпост 🛡ЗСУ звільнили селище Вікторівка Чернігівської області від окупантів.Російські тварюки жили серед бабусь та дідусів, крали у них їжу та забирали гроші.@LastBP 🛡| @UA_struggle 🇺🇦"
77|/media/wtheisen/scratch2/telegram_video/LastBP/3010/post_3010_video.mp4|Останній Блокпост 🛡Відеозапис точного знищення опорного пункту противника на Донбасі за допомогою дронів.Матеріали в мережу виклала волонтер Юлія Толмачова, точна дата та час не зазначені.@LastBP 🛡
78|/media/wtheisen/scratch2/telegram_video/LastBP/2487/post_2487_video.mp4|Останній Блокпост 🛡Рівно сім років тому Слов'янськ та Краматорськ були звільнені від російських окупантів і над містами замайоріли українські прапори.Зараз люди у цих містах живуть у справжньому мирі та спокої, а повна розруха та злидні лише там, де й досі стоять російські окупаційні війська.@LastBP 🛡
79|/media/wtheisen/scratch2/telegram_video/LastBP/1701/post_1701_video.mp4|"Останній Блокпост 🛡Наочний приклад про те, як окупанти створюють фейки.На відео псевдо-репортер розповідає про обстріли снарядами ""натовского образца"", от тільки насправді снаряд ніякого відношення до ""НАТО"" не має.І ці бовдури настільки незграбні, що додумались підкинути цілий непошкоджений снаряд на пару метрів від пошкодженого підривника.@LastBP 🛡"
80|/media/wtheisen/scratch2/telegram_video/LastBP/8181/post_8181_video.mp4|"Останній Блокпост 🛡Діти у Києві співають легендарну пісню ""Ой у лузі червона калина""Нашу націю нікому і ніколи не зламати, особливо з такими дітьми 💛💙@LastBP 🛡| @UA_struggle 🇺🇦"
81|/media/wtheisen/scratch2/telegram_video/LastBP/1432/post_1432_video.mp4|Останній Блокпост 🛡22 січня ми відзначаємо День Соборності України!В цей день 102 роки тому на Софійській площі у Києві було проголошено Акт Злуки Наддніпрянської та Західної України.День Соборності символізує всеукраїнську єдність, яка з особливою силою проявилася у спротиві російській агресії. У лавах нашого війська цій агресії протистоїть кожен військовий від Львова до Луганська. Пам'ятаємо, єдність — це передумова нашої сили. Цілісна Україна — це повернення окремих районів Донеччини і Луганщини та окупованого Криму. Зі святом! Боротьба триває!@LastBP 🛡
